short_name,full_name
Басейн для деконтамінації AIR WALL,"Context information is below.
---------------------
Басейн для деконтамінації Air Wall decon pool 3'x3'x1'
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Басейн для деконтамінації AIR WALL
Answer: "
Басейн для деконтамінації Gogoberm 4*4*4,"Context information is below.
---------------------
Басейн для деконтамінації Gogo berm 4x4x4
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Басейн для деконтамінації Gogoberm 4*4*4
Answer: "
Бахіли  одноразові Poly Co,"Context information is below.
---------------------
Бахіли одноразові PolyCo
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Бахіли  одноразові Poly Co
Answer: "
"Блок живлення 24 VDC/1,33A","Context information is below.
---------------------
Блок живлення 24VDC/1,33A
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Блок живлення 24 VDC/1,33A
Answer: "
Відро відстійника басейна для деконтамінації,"Context information is below.
---------------------
Відро відстійника байсейна для деконтамінації (синє)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Відро відстійника басейна для деконтамінації
Answer: "
Воднева трубка для АР 4С(зелена),"Context information is below.
---------------------
Воднева трубка для AP4C (зелена)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Воднева трубка для АР 4С(зелена)
Answer: "
"Газова суміш для калібрування в алюмінієвому балоні 34л Rae System( CN4,O2,H2S,CO)","Context information is below.
---------------------
Газова суміш для калібрування в алюмінієвому балоні 34л Rae Systems (суміш CH4, O2, H2S, CO)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Газова суміш для калібрування в алюмінієвому балоні 34л Rae System( CN4,O2,H2S,CO)
Answer: "
Газовий аналізатор Draeger X-am 8000,"Context information is below.
---------------------
Газовий аналізатор Draeger X-am 8000
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Газовий аналізатор Draeger X-am 8000
Answer: "
Детектор ізотопів Ludlum Frisker Model 26-1,"Context information is below.
---------------------
Детектор ізотопів Ludlum Frisker Model 26-1
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Детектор ізотопів Ludlum Frisker Model 26-1
Answer: "
Дозиметр-радіометр Radeye AB 100,"Context information is below.
---------------------
Дозиметр‑радіометр Radeye AB100
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Дозиметр-радіометр Radeye AB 100
Answer: "
Дозиметр-радіометр пошуковий Ekotest МКС-11ГН СПЕКТРА,"Context information is below.
---------------------
Дозиметр – радіометр універсальний МКС-У
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Дозиметр-радіометр пошуковий Ekotest МКС-11ГН СПЕКТРА
Answer: "
Евакуаційний ковпак Honey well|Niosh,"Context information is below.
---------------------
Евакуаційний ковпак Honeywell/Niosh
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Евакуаційний ковпак Honey well|Niosh
Answer: "
Електрохімічний сенсор кисню PbO2 4r+MultiRae,"Context information is below.
---------------------
Електрохімічний сенсор кисню PbO2 4r+ MultiRae Pro Sensor
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Електрохімічний сенсор кисню PbO2 4r+MultiRae
Answer: "
Запасна літій-залізо-фосфатна батарея для детектора ранцевого типу Т-1055.00.00,"Context information is below.
---------------------
Запасна літій-залізо-фосфатна батарея для детектора ранцевого типу T-1055.00.00
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Запасна літій-залізо-фосфатна батарея для детектора ранцевого типу Т-1055.00.00
Answer: "
Засіб для миття обладнання Dawn dish,"Context information is below.
---------------------
Засіб для миття обладнання Dawn dish detergent
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Засіб для миття обладнання Dawn dish
Answer: "
Захисна маска Watchbird SAFEgaiter,"Context information is below.
---------------------
Захисна маска Watchbird SAFEgaiter
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Захисна маска Watchbird SAFEgaiter
Answer: "
Захисний костюм Blauer Multi-Threat Ensemble,"Context information is below.
---------------------
Захисний костюм Blauer Multi-Threat Ensemble
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Захисний костюм Blauer Multi-Threat Ensemble
Answer: "
"Захисний костюм Lion ERS розміри (S,M)","Context information is below.
---------------------
Захисний костюм Lion ERS розміри (S, M)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Захисний костюм Lion ERS розміри (S,M)
Answer: "
"Захисний костюм Lion ERS розміри (L,XL)","Context information is below.
---------------------
Захисний костюм Lion ERS розміри (L, XL)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Захисний костюм Lion ERS розміри (L,XL)
Answer: "
Ізобутилен в стальному балоні 34л Rae Systems,"Context information is below.
---------------------
Ізобутилен в стальному балоні 34л Rae Systems
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Ізобутилен в стальному балоні 34л Rae Systems
Answer: "
Ізолюючий дихальний комп. AVON FM53,"Context information is below.
---------------------
Ізолюючий дихальний комплект AVON FM53
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Ізолюючий дихальний комп. AVON FM53
Answer: "
Індикаторний папір M9(рулон),"Context information is below.
---------------------
Індикаторний папір M9 (рулон)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Індикаторний папір M9(рулон)
Answer: "
Індикаторний папір M8,"Context information is below.
---------------------
Індикаторний папір M8
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Індикаторний папір M8
Answer: "
Індикаторний папір Ph Paper-0-13,"Context information is below.
---------------------
Індикаторний папір pH Paper - 0-13
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Індикаторний папір Ph Paper-0-13
Answer: "
Камера GOPro (pro 10 Black),"Context information is below.
---------------------
Камера GoPro (pro 10 Black)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Камера GOPro (pro 10 Black)
Answer: "
Карта пам'яті San Disk Extreme 64GB,"Context information is below.
---------------------
Карта пам'яті SanDisk Extreme PLUS microSDXC 64 GB
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Карта пам'яті San Disk Extreme 64GB
Answer: "
Каталітичний сенсор Mylti Rae Pro,"Context information is below.
---------------------
Електричний конвертер
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Каталітичний сенсор Mylti Rae Pro
Answer: "
Кейс для комплекту Drager CDS,"Context information is below.
---------------------
Кейс для комплекту Draeger CDS
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кейс для комплекту Drager CDS
Answer: "
Кейс Guardique Extreme 620H250,"Context information is below.
---------------------
Кейс Guardique Extreme 620H250
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кейс Guardique Extreme 620H250
Answer: "
Кейс Nanuk 975W,"Context information is below.
---------------------
Кейс Nanuk 975W
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кейс Nanuk 975W
Answer: "
Кейс Pelican 1510,"Context information is below.
---------------------
Кейс Pelican 1510
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кейс Pelican 1510
Answer: "
Кейс Pelican 1740,"Context information is below.
---------------------
Кейс Pelican 1740
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кейс Pelican 1740
Answer: "
Кейс Pilican (без органайзерів),"Context information is below.
---------------------
Кейс Pelican 1650 (без органайзерів)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кейс Pilican (без органайзерів)
Answer: "
Клейка стрічка для роботи з небезпечними матеріалами,"Context information is below.
---------------------
Клейка стрічка для роботи з небезпечними матеріалами
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Клейка стрічка для роботи з небезпечними матеріалами
Answer: "
Комплект індикаторних трубок Draeger CDS I,"Context information is below.
---------------------
Комплект індикаторних трубок Draeger CDS І
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Комплект індикаторних трубок Draeger CDS I
Answer: "
Комплект індикаторних трубок Draeger CDC V,"Context information is below.
---------------------
Набір для одночасного тестування з подовжувачем 1м Draeger CDC
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Комплект індикаторних трубок Draeger CDC V
Answer: "
Комплект запасних частин Draeger E-Set Accuro,"Context information is below.
---------------------
Комплект запасних частин Draeger E-Set Accuro
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Комплект запасних частин Draeger E-Set Accuro
Answer: "
Комплекти аналізу ДНК цільових патогенів Razor 10,"Context information is below.
---------------------
Комплекти аналізу ДНК цільових патогенів Razor 10
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Комплекти аналізу ДНК цільових патогенів Razor 10
Answer: "
Компресор Bauer DMT 10-GK,"Context information is below.
---------------------
Компресор Bauer DMT10-GK
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Компресор Bauer DMT 10-GK
Answer: "
Контейнер для води NRS Big Basin,"Context information is below.
---------------------
Контейнер для води NRS Big Basin
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Контейнер для води NRS Big Basin
Answer: "
Контролер Auto RAE 2 з кінцевим адаптером,"Context information is below.
---------------------
Контролер AutoRAE 2 з кінцевим адаптером
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Контролер Auto RAE 2 з кінцевим адаптером
Answer: "
Костюм Bizter ST 70,"Context information is below.
---------------------
Костюм Biztex ST70
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Костюм Bizter ST 70
Answer: "
Кришки фільтрів AVON Auto,"Context information is below.
---------------------
Кришки фільтрів AVON Auto
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кришки фільтрів AVON Auto
Answer: "
Лицьова частина Scott FRR Mask,"Context information is below.
---------------------
Лицьова частина Scott FRR Mask
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Лицьова частина Scott FRR Mask
Answer: "
Лосьйон для деконтамінації ураженої шкіри RSDL 42 ml,"Context information is below.
---------------------
Лосьйон для деконтамінації ураженої шкіри RSDL 42 ml
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Лосьйон для деконтамінації ураженої шкіри RSDL 42 ml
Answer: "
Метеометр Kestrel 5500,"Context information is below.
---------------------
Метеометр Kestrel 5500
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Метеометр Kestrel 5500
Answer: "
Метеостанція Sencor SWS 9700,"Context information is below.
---------------------
Метеостанція Sencor SWS 9700
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Метеостанція Sencor SWS 9700
Answer: "
Модульна станція для авт.перевірки та калібр.,"Context information is below.
---------------------
Електролітна суміш
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Модульна станція для авт.перевірки та калібр.
Answer: "
Модуль розширення… Draeger x-dock..8000,"Context information is below.
---------------------
Модульна станція для автоматичної перевірки та калібрування Draeger X-dock 6300
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Модуль розширення… Draeger x-dock..8000
Answer: "
Мультипаливний пальник  Optimus Polaris Optifuel,"Context information is below.
---------------------
Мультипаливний пальник Optimus Polaris Optifuel
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Мультипаливний пальник  Optimus Polaris Optifuel
Answer: "
Набір для одночасного тестування з подовжувачем 1м Draeger CDC,"Context information is below.
---------------------
Набір для одночасного тестування з подовжувачем 1м Draeger CDC
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Набір для одночасного тестування з подовжувачем 1м Draeger CDC
Answer: "
Накрутний фільтр Mylti Rae Pro screw on filter tip,"Context information is below.
---------------------
Накрутний фільтр MultiRae screw on filter tip
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Накрутний фільтр Mylti Rae Pro screw on filter tip
Answer: "
Насос газового детектора Draeger accuro,"Context information is below.
---------------------
Насос газового детектора Draeger accuro
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Насос газового детектора Draeger accuro
Answer: "
Одноразовий пластиковий пінцет Unsted Scientif,"Context information is below.
---------------------
Одноразовий пластиковий пінцет United Scientific
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Одноразовий пластиковий пінцет Unsted Scientif
Answer: "
Органайзер секційний Pelikan Divider Set 1650,"Context information is below.
---------------------
Органайзер секційний Pelican Divider Set 1650
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Органайзер секційний Pelikan Divider Set 1650
Answer: "
Органайзер для кришки Pelikan 1650,"Context information is below.
---------------------
Кейс Pelican 1650 (без органайзерів)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Органайзер для кришки Pelikan 1650
Answer: "
Пакет поліетиленовий 30*40,"Context information is below.
---------------------
Пакет поліетиленовий 30""х40""
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Пакет поліетиленовий 30*40
Answer: "
Пакет поліетиленовий 38*65,"Context information is below.
---------------------
Пакет поліетиленовий 38""x65""
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Пакет поліетиленовий 38*65
Answer: "
Пакет програмного забезпечення/гарантійної підтримки приладу FirstDefender RM,"Context information is below.
---------------------
Пакет програмного забезпечення/гарантійної підтримки приладу FirstDefender RM
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Пакет програмного забезпечення/гарантійної підтримки приладу FirstDefender RM
Answer: "
Паливні пляшки Optimus Polaris Optifuel,"Context information is below.
---------------------
Паливні пляшки Optimus Polaris Optifuel
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Паливні пляшки Optimus Polaris Optifuel
Answer: "
Персональний детектор радіації Polimaster RM 1703 GNA-II,"Context information is below.
---------------------
Персональний детектор радіації Polimaster PM1703GNA-II
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Персональний детектор радіації Polimaster RM 1703 GNA-II
Answer: "
Підставка Auto RAE 2 для калібрування приладу Multi RAE,"Context information is below.
---------------------
Підставка AutoRAE 2 для калібрування приладу MultiRAE
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Підставка Auto RAE 2 для калібрування приладу Multi RAE
Answer: "
Піпетки 5 мл.,"Context information is below.
---------------------
Піпетки 5ml
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Піпетки 5 мл.
Answer: "
Планшет Panasonic Tough Pad FZ G2,"Context information is below.
---------------------
Планшет Panasonic ToughPad FZ G2
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Планшет Panasonic Tough Pad FZ G2
Answer: "
Пластиковий пакет 9*12,"Context information is below.
---------------------
Пластиковий пакет 9х12""
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Пластиковий пакет 9*12
Answer: "
Пластиковий пакет 24*24,"Context information is below.
---------------------
Пластиковий пакет 24х24
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Пластиковий пакет 24*24
Answer: "
Плівка лабораторна Parafilm(4*125 ft),"Context information is below.
---------------------
Плівка лабораторна Parafilm (4"" x 125 ft)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Плівка лабораторна Parafilm(4*125 ft)
Answer: "
Плівка лабораторна Parafilm(2*250 ft),"Context information is below.
---------------------
Плівка лабораторна Parafilm (2"" x 250 ft)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Плівка лабораторна Parafilm(2*250 ft)
Answer: "
Пристрій для визначення радіаційних ізотопів Ortec RADEAGLET-R,"Context information is below.
---------------------
Пристрій для визначення радіаційних ізотопів Ortec RADEAGLET-R
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Пристрій для визначення радіаційних ізотопів Ortec RADEAGLET-R
Answer: "
Приціл МПМ-44М,"Context information is below.
---------------------
Приціл МПМ-44М
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Приціл МПМ-44М
Answer: "
Протигаз AVON FM53,"Context information is below.
---------------------
Протигаз AVON FM53
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Протигаз AVON FM53
Answer: "
Радіаційний детектор ранцевого типу з літій-залізо-фосфатною батареєю RSI backpack RSN-350,"Context information is below.
---------------------
Радіаційний детектор ранцевого типу з літій-залізо-фосфатною батареєю RSI backpack RSN-350-2N
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Радіаційний детектор ранцевого типу з літій-залізо-фосфатною батареєю RSI backpack RSN-350
Answer: "
Распірато повнолицьовий 3М Scott M95\ M110,"Context information is below.
---------------------
Респіратор повнолицьовий 3M Scott M95/M110
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Распірато повнолицьовий 3М Scott M95\ M110
Answer: "
Распіратор з примус. подачею повітря С420,"Context information is below.
---------------------
Реактивні патрони СХТ-40
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Распіратор з примус. подачею повітря С420
Answer: "
Регулятор потоку для GCA-600(для сталевих балонів),"Context information is below.
---------------------
Регулятор потоку для GCA-600 (для сталевих балонів)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Регулятор потоку для GCA-600(для сталевих балонів)
Answer: "
Регулятор потоку для C-10 (для алюміневих балонів),"Context information is below.
---------------------
Регулятор потоку для С-10 (для алюмінієвих балонів)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Регулятор потоку для C-10 (для алюміневих балонів)
Answer: "
"Регулятор тиску латунний Draeger 0,5 bar","Context information is below.
---------------------
Регулятор тиску латунний Draeger 0,5 bar
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Регулятор тиску латунний Draeger 0,5 bar
Answer: "
Рукавиці для знезараження FAST ACT,"Context information is below.
---------------------
Рукавиці для знезараження  FAST ACT
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Рукавиці для знезараження FAST ACT
Answer: "
Рукавиці Cloutier Chem,"Context information is below.
---------------------
Рукавиці Cloutier Chem
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Рукавиці Cloutier Chem
Answer: "
Рукавиці JLIST Block 2 JB2QU,"Context information is below.
---------------------
Рукавиці  JLIST Block 2 JB2GU nFR CBRN
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Рукавиці JLIST Block 2 JB2QU
Answer: "
Рукавиці Guardian Butyl STD CBRN,"Context information is below.
---------------------
Рукавиці Guardian Butyl STD CBRN
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Рукавиці Guardian Butyl STD CBRN
Answer: "
Ручний обприскувач (синій),"Context information is below.
---------------------
Ручний обприскувач (синій)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Ручний обприскувач (синій)
Answer: "
Рукавиці для знезараження Fiber Tect,"Context information is below.
---------------------
Рукавиці для знезараження FiberTect
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Рукавиці для знезараження Fiber Tect
Answer: "
Рукавички нітрилові 100 шт.,"Context information is below.
---------------------
Рукавички нітрилові (100 шт)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Рукавички нітрилові 100 шт.
Answer: "
Свинцевий контейнер для перевозки проб Marshfield,"Context information is below.
---------------------
Свинцевий контейнер для перевозки проб Marshfield
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Свинцевий контейнер для перевозки проб Marshfield
Answer: "
"Серветки дезінфекційні ""Нон-експрес"" ТМ ""Манорм"", 60шт.","Context information is below.
---------------------
Серветки дезінфекційні ""Нор-експрес"" ТМ ""Манорм"", 60 шт.
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Серветки дезінфекційні ""Нон-експрес"" ТМ ""Манорм"", 60шт.
Answer: "
Система виявлення біологічних речовин RAZOR Mk 11BioDetection,"Context information is below.
---------------------
Система виявлення біологічних речовин RAZOR Mk II BioDetection
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Система виявлення біологічних речовин RAZOR Mk 11BioDetection
Answer: "
Система гідратації CBRN,"Context information is below.
---------------------
Система гідратації CBRN
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Система гідратації CBRN
Answer: "
Скребки для відбору проб Proengin S 4PE,"Context information is below.
---------------------
Cкребки для відбору проб Proengin S4PE
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Скребки для відбору проб Proengin S 4PE
Answer: "
Спектроскопічний аналізатор FirstDefender RM S1-T,"Context information is below.
---------------------
Спектроскопічний аналізатор FirstDefender RM S1-T
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Спектроскопічний аналізатор FirstDefender RM S1-T
Answer: "
Суміш димова ДС-56У (зимова),"Context information is below.
---------------------
Суміш димова ДС-56У (зимова)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Суміш димова ДС-56У (зимова)
Answer: "
Сумка  GP POUCH 6*6*3,"Context information is below.
---------------------
Сумка GP POUCH 6x6x3
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Сумка  GP POUCH 6*6*3
Answer: "
Сумка Field Kit/Deployment Bag,"Context information is below.
---------------------
Сумка Field Kit/Deployment Bag CAMS 3.0 RANGER GREEN
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Сумка Field Kit/Deployment Bag
Answer: "
Сухий хлорний засіб для деконтамінації Dry Chlorine,"Context information is below.
---------------------
Cухий хлорний засіб для деконтамінації Dry Chlorine (pool shock) hazmat box
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Сухий хлорний засіб для деконтамінації Dry Chlorine
Answer: "
Тактичний комплект Watchbird SAFEKit (Захисни маска SAFEgaiter+окуляри SAFEgoggies),"Context information is below.
---------------------
Тактичний комплект Watchbird SAFEKit (Захисна маска SAFEgaiter + окуляри SAFE goggles)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тактичний комплект Watchbird SAFEKit (Захисни маска SAFEgaiter+окуляри SAFEgoggies)
Answer: "
Тара з під НАР С-8,"Context information is below.
---------------------
Тара з під НАР С-8
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тара з під НАР С-8
Answer: "
Тент Dcathlon,"Context information is below.
---------------------
Тент Decathlon
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тент Dcathlon
Answer: "
"Тент (без каркасу) з тканини Оксворд 600 ПВХ, з чохлом для МРВС","Context information is below.
---------------------
Тент (без каркасу) з тканини Оксворд 600 ПВХ, з чохлом для МРВС ""Sivalka VM-8""
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тент (без каркасу) з тканини Оксворд 600 ПВХ, з чохлом для МРВС
Answer: "
Телескопічний зонд Drager Telescopic Probe,"Context information is below.
---------------------
Комбінезон захисний Tychem 6000F мод CHA5
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Телескопічний зонд Drager Telescopic Probe
Answer: "
Тестовий набір для пошуку води,"Context information is below.
---------------------
Тестовий папір для пошуку води
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тестовий набір для пошуку води
Answer: "
Тренувальний комплект відбору проб QuickSilver,"Context information is below.
---------------------
Тренувальний комплект відбору проб QuickSilver
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тренувальний комплект відбору проб QuickSilver
Answer: "
Трубка Tygor Tubing 1\4 50ft,"Context information is below.
---------------------
Трубка Tygon Tubing 1/4 50ft
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Трубка Tygor Tubing 1\4 50ft
Answer: "
Трубка Tygor Tubing 1\8 50ft,"Context information is below.
---------------------
Трубка Tygon Tubing 1/4 50ft
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Трубка Tygor Tubing 1\8 50ft
Answer: "
Трубка для відбору проб Deaeger,"Context information is below.
---------------------
Трубка для відбору проб Deaeger
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Трубка для відбору проб Deaeger
Answer: "
Фартух Tychem,"Context information is below.
---------------------
Фартух TyChem
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Фартух Tychem
Answer: "
Фільтр до LCD 3.3(Smith's Detection),"Context information is below.
---------------------
Фільтр до LCD 3.3 (Smith's Detection sieve)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Фільтр до LCD 3.3(Smith's Detection)
Answer: "
Фільтрувальні елементи до загальновійськового протигазу-фільтр ФГМ С А2В2Е2К2SXP RD,"Context information is below.
---------------------
Фільтрувальні елементи до загальновійськового протигазу - фільтр ФГМ С A2B2E2K2SXP3 RD
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Фільтрувальні елементи до загальновійськового протигазу-фільтр ФГМ С А2В2Е2К2SXP RD
Answer: "
Флакон з кришкою Ksmble vial,"Context information is below.
---------------------
Флакон з кришкою Kimble vial
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Флакон з кришкою Ksmble vial
Answer: "
Флакон Quicksilver,"Context information is below.
---------------------
Флакон Quicksilver
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Флакон Quicksilver
Answer: "
"Фляга для протигазу пластикова, чорна","Context information is below.
---------------------
Фляга для протигазу пластикова, чорна
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Фляга для протигазу пластикова, чорна
Answer: "
Формований легкий чобіт AirBoss,"Context information is below.
---------------------
Формований легкий чобіт AirBoss
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Формований легкий чобіт AirBoss
Answer: "
Фотіонізаційний сенсор Multi Rac Pro PID ppb,"Context information is below.
---------------------
Фотіонізаційний сенсор Multi Rae Pro PID ppb sensor
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Фотіонізаційний сенсор Multi Rac Pro PID ppb
Answer: "
Чоботи легкі Mira NBC CBRN Overboot,"Context information is below.
---------------------
Чоботи легкі Mira NBC CBRN Overboot
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Чоботи легкі Mira NBC CBRN Overboot
Answer: "
Чоботи Dunlop CBRN Overboot,"Context information is below.
---------------------
Чоботи Dunlop CBRN Overboot
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Чоботи Dunlop CBRN Overboot
Answer: "
Чохол до панчіх та рукавиць,"Context information is below.
---------------------
Чохли до панчіх та рукавиць
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Чохол до панчіх та рукавиць
Answer: "
Шкарпетки хімічні,"Context information is below.
---------------------
Шкарпетки хімічні
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Шкарпетки хімічні
Answer: "
Щипці одноразові TWD,"Context information is below.
---------------------
Щипці одноразові TWD
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Щипці одноразові TWD
Answer: "
Шприци Grainger 50ml,"Context information is below.
---------------------
Шприци Grainger 50 ml
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Шприци Grainger 50ml
Answer: "
Ящик ДВП (НЗ)( Вдов'як),"Context information is below.
---------------------
Ящики стандартні ДВП
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Ящик ДВП (НЗ)( Вдов'як)
Answer: "
Ящик ДВП(Крачковський),"Context information is below.
---------------------
Ящики стандартні ДВП
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Ящик ДВП(Крачковський)
Answer: "
Ящик нестандартний (Крачковський),"Context information is below.
---------------------
Напильник квадратний
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Ящик нестандартний (Крачковський)
Answer: "
"Система вивантаження для МРВС ""SIVALKA VM-8""","Context information is below.
---------------------
Тент (без каркасу) з тканини Оксворд 600 ПВХ, з чохлом для МРВС ""Sivalka VM-8""
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Система вивантаження для МРВС ""SIVALKA VM-8""
Answer: "
Кутомір СМЛН-40916871-002.01.00.00,"Context information is below.
---------------------
Кутомір СМЛН-40916871-002.01.00.00
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Кутомір СМЛН-40916871-002.01.00.00
Answer: "
Тент(без каркасу) з тканини Оксворд 600ПВХ,"Context information is below.
---------------------
Кутник
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Тент(без каркасу) з тканини Оксворд 600ПВХ
Answer: "
MultiRae Pro PCM-6248,"Context information is below.
---------------------
Детектор Multi Rae, Pro PGM-6248
---------------------
Given the context information and not prior knowledge, answer the query.
Query: MultiRae Pro PCM-6248
Answer: "
Суміш димова ДС-56У (зимова),"Context information is below.
---------------------
Суміш димова ДС-56У (зимова)
---------------------
Given the context information and not prior knowledge, answer the query.
Query: Суміш димова ДС-56У (зимова)
Answer: "
